13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
13,21,44
14,20,42
15,21,43
15,21,43
15,21,43
15,21,43
15,21,43
15,21,43
16,22,44
17,22,42
17,22,42
17,22,42
17,22,42
18,23,43
18,23,43
18,23,43
18,23,43
19,24,44
18,23,43
18,23,43
18,23,43
18,23,42
18,23,42
18,23,42
17,22,41
17,22,41
16,21,40
18,21,40
18,21,40
18,21,38
18,21,38
19,20,38
19,20,38
20,21,39
22,21,39
24,21,40
24,21,40
25,20,40
25,20,40
27,20,38
28,21,39
29,20,39
31,19,39
33,20,38
34,19,38
37,20,38
41,20,39
42,19,37
43,18,37
43,19,35
46,19,36
48,19,37
50,19,37
51,18,35
53,19,36
55,18,35
56,20,34
58,20,33
60,20,31
61,19,29
63,20,29
66,21,28
68,21,27
71,22,28
72,21,28
75,22,28
78,21,27
81,22,26
82,22,24
84,22,23
89,23,24
92,24,23
96,25,23
99,25,22
102,24,20
104,25,20
106,26,19
109,26,18
110,28,17
111,27,16
113,27,12
117,30,10
121,31,7
126,32,7
131,33,6
137,33,4
141,33,4
144,35,4
144,35,2
146,38,2
147,39,3
149,39,2
152,40,3
154,40,3
158,40,4
161,41,4
164,42,3
167,44,0
168,46,0
171,46,0
172,47,1
175,49,1
178,50,1
181,51,1
181,51,1
183,52,0
185,54,0
187,54,0
188,55,0
190,55,0
191,56,1
191,56,1
193,58,2
194,61,2
195,63,1
197,63,0
199,63,1
202,64,1
202,64,1
205,66,1
206,67,2
207,68,1
208,69,0
208,71,0
209,73,0
208,75,0
209,76,0
209,78,0
211,78,1
214,78,0
214,79,0
215,80,0
216,81,0
218,83,1
219,84,2
220,85,3
220,85,3
220,86,1
222,88,1
224,90,1
225,91,2
227,92,2
228,93,3
230,95,3
231,98,3
228,102,0
227,104,0
227,106,0
228,107,0
226,108,2
227,109,3
228,110,4
229,111,5
230,111,7
230,111,7
230,113,8
231,114,9
230,115,8
229,117,9
229,118,10
227,119,11
228,119,14
229,120,15
229,122,16
230,123,17
230,125,18
230,125,18
